config,seed,pattern,level,repeat,f1,auc
baseline_b_late,6,joint,0.2,2,0.6666666666666666,0.25
baseline_b_late,6,joint,0.2,3,0.6666666666666666,0.4722222222222222
baseline_b_late,6,joint,0.2,4,0.6666666666666666,0.4722222222222222
baseline_b_late,6,joint,0.3,0,0.6666666666666666,0.6666666666666667
baseline_b_late,6,joint,0.3,1,0.6666666666666666,0.4166666666666667
baseline_b_late,6,joint,0.3,2,0.6666666666666666,0.5833333333333333
baseline_b_late,6,joint,0.3,3,0.6666666666666666,0.5277777777777778
baseline_b_late,6,joint,0.3,4,0.6666666666666666,0.3055555555555555
baseline_b_late,6,joint,0.4,0,0.6666666666666666,0.4722222222222222
baseline_b_late,6,joint,0.4,1,0.6666666666666666,0.38888888888888884
baseline_b_late,6,joint,0.4,2,0.6666666666666666,0.36111111111111105
baseline_b_late,6,joint,0.4,3,0.6666666666666666,0.4166666666666667
baseline_b_late,6,joint,0.4,4,0.6666666666666666,0.5
baseline_b_late,6,joint,0.5,0,0.6666666666666666,0.5277777777777778
baseline_b_late,6,joint,0.5,1,0.6666666666666666,0.4444444444444444
baseline_b_late,6,joint,0.5,2,0.6666666666666666,0.4722222222222222
baseline_b_late,6,joint,0.5,3,0.6666666666666666,0.7777777777777778
baseline_b_late,6,joint,0.5,4,0.6666666666666666,0.5833333333333333
baseline_b_late,7,rgb,0.0,0,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.0,1,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.0,2,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.0,3,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.0,4,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.1,0,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.1,1,0.6666666666666666,0.4166666666666667
baseline_b_late,7,rgb,0.1,2,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.1,3,0.6666666666666666,0.47222222222222227
baseline_b_late,7,rgb,0.1,4,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.2,0,0.6666666666666666,0.47222222222222227
baseline_b_late,7,rgb,0.2,1,0.6666666666666666,0.4166666666666667
baseline_b_late,7,rgb,0.2,2,0.6666666666666666,0.41666666666666674
baseline_b_late,7,rgb,0.2,3,0.6666666666666666,0.44444444444444453
baseline_b_late,7,rgb,0.2,4,0.6666666666666666,0.47222222222222227
baseline_b_late,7,rgb,0.3,0,0.6666666666666666,0.5277777777777779
baseline_b_late,7,rgb,0.3,1,0.6666666666666666,0.5555555555555556
baseline_b_late,7,rgb,0.3,2,0.6666666666666666,0.41666666666666674
baseline_b_late,7,rgb,0.3,3,0.6666666666666666,0.3888888888888889
baseline_b_late,7,rgb,0.3,4,0.6666666666666666,0.3055555555555556
baseline_b_late,7,rgb,0.4,0,0.6666666666666666,0.4166666666666667
baseline_b_late,7,rgb,0.4,1,0.6666666666666666,0.38888888888888895
baseline_b_late,7,rgb,0.4,2,0.6666666666666666,0.5277777777777779
baseline_b_late,7,rgb,0.4,3,0.6666666666666666,0.4444444444444444
baseline_b_late,7,rgb,0.4,4,0.6666666666666666,0.4166666666666667
baseline_b_late,7,rgb,0.5,0,0.6666666666666666,0.38888888888888884
baseline_b_late,7,rgb,0.5,1,0.6666666666666666,0.41666666666666663
baseline_b_late,7,rgb,0.5,2,0.6666666666666666,0.4444444444444444
baseline_b_late,7,rgb,0.5,3,0.6666666666666666,0.5
baseline_b_late,7,rgb,0.5,4,0.6666666666666666,0.36111111111111105
baseline_b_late,7,ir,0.0,0,0.6666666666666666,0.44444444444444453
baseline_b_late,7,ir,0.0,1,0.6666666666666666,0.44444444444444453
baseline_b_late,7,ir,0.0,2,0.6666666666666666,0.44444444444444453
baseline_b_late,7,ir,0.0,3,0.6666666666666666,0.44444444444444453
baseline_b_late,7,ir,0.0,4,0.6666666666666666,0.44444444444444453
baseline_b_late,7,ir,0.1,0,0.6666666666666666,0.5555555555555556
baseline_b_late,7,ir,0.1,1,0.6666666666666666,0.5555555555555556
baseline_b_late,7,ir,0.1,2,0.6666666666666666,0.5
baseline_b_late,7,ir,0.1,3,0.6666666666666666,0.47222222222222227
baseline_b_late,7,ir,0.1,4,0.6666666666666666,0.4722222222222222
baseline_b_late,7,ir,0.2,0,0.6666666666666666,0.49999999999999994
baseline_b_late,7,ir,0.2,1,0.6666666666666666,0.5833333333333334
baseline_b_late,7,ir,0.2,2,0.6666666666666666,0.47222222222222227
baseline_b_late,7,ir,0.2,3,0.6666666666666666,0.4444444444444444
baseline_b_late,7,ir,0.2,4,0.6666666666666666,0.4444444444444444
baseline_b_late,7,ir,0.3,0,0.6666666666666666,0.36111111111111116
baseline_b_late,7,ir,0.3,1,0.6666666666666666,0.4444444444444444
baseline_b_late,7,ir,0.3,2,0.6666666666666666,0.5
baseline_b_late,7,ir,0.3,3,0.6666666666666666,0.5277777777777778
baseline_b_late,7,ir,0.3,4,0.6666666666666666,0.3055555555555555
baseline_b_late,7,ir,0.4,0,0.6666666666666666,0.6944444444444444
baseline_b_late,7,ir,0.4,1,0.6666666666666666,0.5277777777777778
baseline_b_late,7,ir,0.4,2,0.6666666666666666,0.5833333333333333
baseline_b_late,7,ir,0.4,3,0.6666666666666666,0.11111111111111112
baseline_b_late,7,ir,0.4,4,0.6666666666666666,0.47222222222222227
baseline_b_late,7,ir,0.5,0,0.6666666666666666,0.5833333333333334
baseline_b_late,7,ir,0.5,1,0.6666666666666666,0.5
baseline_b_late,7,ir,0.5,2,0.6666666666666666,0.6111111111111112
baseline_b_late,7,ir,0.5,3,0.6666666666666666,0.6111111111111112
baseline_b_late,7,ir,0.5,4,0.6666666666666666,0.5
baseline_b_late,7,gas,0.0,0,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.0,1,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.0,2,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.0,3,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.0,4,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.1,0,0.6666666666666666,0.5000000000000001
baseline_b_late,7,gas,0.1,1,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.1,2,0.6666666666666666,0.5277777777777778
baseline_b_late,7,gas,0.1,3,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.1,4,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.2,0,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.2,1,0.6666666666666666,0.44444444444444453
baseline_b_late,7,gas,0.2,2,0.6666666666666666,0.25
baseline_b_late,7,gas,0.2,3,0.6666666666666666,0.5555555555555556
baseline_b_late,7,gas,0.2,4,0.6666666666666666,0.47222222222222227
baseline_b_late,7,gas,0.3,0,0.6666666666666666,0.3055555555555556
baseline_b_late,7,gas,0.3,1,0.6666666666666666,0.47222222222222227
baseline_b_late,7,gas,0.3,2,0.6666666666666666,0.5277777777777778
baseline_b_late,7,gas,0.3,3,0.6666666666666666,0.5
baseline_b_late,7,gas,0.3,4,0.6666666666666666,0.4444444444444445
baseline_b_late,7,gas,0.4,0,0.6666666666666666,0.3055555555555556
baseline_b_late,7,gas,0.4,1,0.6666666666666666,0.47222222222222227
baseline_b_late,7,gas,0.4,2,0.6666666666666666,0.5277777777777779
baseline_b_late,7,gas,0.4,3,0.6666666666666666,0.5277777777777778
baseline_b_late,7,gas,0.4,4,0.6666666666666666,0.5000000000000001
baseline_b_late,7,gas,0.5,0,0.6666666666666666,0.47222222222222227
baseline_b_late,7,gas,0.5,1,0.6666666666666666,0.5277777777777778
baseline_b_late,7,gas,0.5,2,0.6666666666666666,0.4722222222222222
baseline_b_late,7,gas,0.5,3,0.6666666666666666,0.5277777777777779
baseline_b_late,7,gas,0.5,4,0.6666666666666666,0.5277777777777778
baseline_b_late,7,joint,0.0,0,0.6666666666666666,0.44444444444444453
baseline_b_late,7,joint,0.0,1,0.6666666666666666,0.44444444444444453
baseline_b_late,7,joint,0.0,2,0.6666666666666666,0.44444444444444453
baseline_b_late,7,joint,0.0,3,0.6666666666666666,0.44444444444444453
baseline_b_late,7,joint,0.0,4,0.6666666666666666,0.44444444444444453
baseline_b_late,7,joint,0.1,0,0.6666666666666666,0.5277777777777779
baseline_b_late,7,joint,0.1,1,0.6666666666666666,0.4722222222222222
baseline_b_late,7,joint,0.1,2,0.6666666666666666,0.6111111111111112
baseline_b_late,7,joint,0.1,3,0.6666666666666666,0.4444444444444444
baseline_b_late,7,joint,0.1,4,0.6666666666666666,0.41666666666666674
baseline_b_late,7,joint,0.2,0,0.6666666666666666,0.4722222222222222
baseline_b_late,7,joint,0.2,1,0.6666666666666666,0.6111111111111112
baseline_b_late,7,joint,0.2,2,0.6666666666666666,0.33333333333333337
baseline_b_late,7,joint,0.2,3,0.6666666666666666,0.5277777777777778
baseline_b_late,7,joint,0.2,4,0.6666666666666666,0.3333333333333333
baseline_b_late,7,joint,0.3,0,0.6666666666666666,0.3888888888888889
baseline_b_late,7,joint,0.3,1,0.6666666666666666,0.5277777777777778
baseline_b_late,7,joint,0.3,2,0.6666666666666666,0.5833333333333334
baseline_b_late,7,joint,0.3,3,0.6666666666666666,0.7777777777777779
baseline_b_late,7,joint,0.3,4,0.6666666666666666,0.4722222222222222
baseline_b_late,7,joint,0.4,0,0.6666666666666666,0.4444444444444444
baseline_b_late,7,joint,0.4,1,0.6666666666666666,0.5833333333333334
baseline_b_late,7,joint,0.4,2,0.6666666666666666,0.1388888888888889
baseline_b_late,7,joint,0.4,3,0.6666666666666666,0.4166666666666667
baseline_b_late,7,joint,0.4,4,0.6666666666666666,0.25
baseline_b_late,7,joint,0.5,0,0.6666666666666666,0.5416666666666667
baseline_b_late,7,joint,0.5,1,0.6666666666666666,0.5694444444444444
baseline_b_late,7,joint,0.5,2,0.6666666666666666,0.6388888888888888
baseline_b_late,7,joint,0.5,3,0.6666666666666666,0.4722222222222222
baseline_b_late,7,joint,0.5,4,0.6666666666666666,0.4722222222222222
baseline_b_late,8,rgb,0.0,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.0,1,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.0,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.0,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.0,4,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.1,0,0.6666666666666666,0.5555555555555556
baseline_b_late,8,rgb,0.1,1,0.6666666666666666,0.5555555555555556
baseline_b_late,8,rgb,0.1,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.1,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.1,4,0.6666666666666666,0.6111111111111112
baseline_b_late,8,rgb,0.2,0,0.6666666666666666,0.5555555555555556
baseline_b_late,8,rgb,0.2,1,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.2,2,0.6666666666666666,0.6388888888888888
baseline_b_late,8,rgb,0.2,3,0.6666666666666666,0.5555555555555556
baseline_b_late,8,rgb,0.2,4,0.6666666666666666,0.6111111111111112
baseline_b_late,8,rgb,0.3,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.3,1,0.6666666666666666,0.5555555555555556
baseline_b_late,8,rgb,0.3,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.3,3,0.6666666666666666,0.6388888888888888
baseline_b_late,8,rgb,0.3,4,0.6666666666666666,0.6666666666666667
baseline_b_late,8,rgb,0.4,0,0.6666666666666666,0.638888888888889
baseline_b_late,8,rgb,0.4,1,0.6666666666666666,0.4722222222222223
baseline_b_late,8,rgb,0.4,2,0.6666666666666666,0.41666666666666663
baseline_b_late,8,rgb,0.4,3,0.6666666666666666,0.638888888888889
baseline_b_late,8,rgb,0.4,4,0.6666666666666666,0.5833333333333334
baseline_b_late,8,rgb,0.5,0,0.6666666666666666,0.41666666666666663
baseline_b_late,8,rgb,0.5,1,0.6666666666666666,0.6111111111111112
baseline_b_late,8,rgb,0.5,2,0.6666666666666666,0.638888888888889
baseline_b_late,8,rgb,0.5,3,0.6666666666666666,0.5555555555555556
baseline_b_late,8,rgb,0.5,4,0.6666666666666666,0.6944444444444444
baseline_b_late,8,ir,0.0,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,ir,0.0,1,0.6666666666666666,0.5833333333333334
baseline_b_late,8,ir,0.0,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,ir,0.0,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,ir,0.0,4,0.6666666666666666,0.5833333333333334
baseline_b_late,8,ir,0.1,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,ir,0.1,1,0.6666666666666666,0.5277777777777777
baseline_b_late,8,ir,0.1,2,0.6666666666666666,0.6111111111111112
baseline_b_late,8,ir,0.1,3,0.6666666666666666,0.5277777777777777
baseline_b_late,8,ir,0.1,4,0.6666666666666666,0.6111111111111112
baseline_b_late,8,ir,0.2,0,0.6666666666666666,0.6111111111111112
baseline_b_late,8,ir,0.2,1,0.6666666666666666,0.638888888888889
baseline_b_late,8,ir,0.2,2,0.6666666666666666,0.5277777777777778
baseline_b_late,8,ir,0.2,3,0.6666666666666666,0.5
baseline_b_late,8,ir,0.2,4,0.6666666666666666,0.5833333333333333
baseline_b_late,8,ir,0.3,0,0.6666666666666666,0.5
baseline_b_late,8,ir,0.3,1,0.6666666666666666,0.3888888888888889
baseline_b_late,8,ir,0.3,2,0.6666666666666666,0.3611111111111111
baseline_b_late,8,ir,0.3,3,0.6666666666666666,0.5277777777777777
baseline_b_late,8,ir,0.3,4,0.6666666666666666,0.36111111111111116
baseline_b_late,8,ir,0.4,0,0.6666666666666666,0.5833333333333333
baseline_b_late,8,ir,0.4,1,0.6666666666666666,0.4166666666666667
baseline_b_late,8,ir,0.4,2,0.6666666666666666,0.4444444444444445
baseline_b_late,8,ir,0.4,3,0.6666666666666666,0.41666666666666663
baseline_b_late,8,ir,0.4,4,0.6666666666666666,0.38888888888888895
baseline_b_late,8,ir,0.5,0,0.6666666666666666,0.41666666666666663
baseline_b_late,8,ir,0.5,1,0.6666666666666666,0.5555555555555556
baseline_b_late,8,ir,0.5,2,0.6666666666666666,0.5555555555555556
baseline_b_late,8,ir,0.5,3,0.6666666666666666,0.33333333333333337
baseline_b_late,8,ir,0.5,4,0.6666666666666666,0.5277777777777777
baseline_b_late,8,gas,0.0,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.0,1,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.0,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.0,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.0,4,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.1,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.1,1,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.1,2,0.6666666666666666,0.638888888888889
baseline_b_late,8,gas,0.1,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.1,4,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.2,0,0.6666666666666666,0.5555555555555556
baseline_b_late,8,gas,0.2,1,0.6666666666666666,0.5555555555555556
baseline_b_late,8,gas,0.2,2,0.6666666666666666,0.5277777777777778
baseline_b_late,8,gas,0.2,3,0.6666666666666666,0.5555555555555556
baseline_b_late,8,gas,0.2,4,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.3,0,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.3,1,0.6666666666666666,0.6388888888888888
baseline_b_late,8,gas,0.3,2,0.6666666666666666,0.6388888888888888
baseline_b_late,8,gas,0.3,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.3,4,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.4,0,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.4,1,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.4,2,0.6666666666666666,0.5833333333333333
baseline_b_late,8,gas,0.4,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,gas,0.4,4,0.6666666666666666,0.6666666666666667
baseline_b_late,8,gas,0.5,0,0.6666666666666666,0.6111111111111112
baseline_b_late,8,gas,0.5,1,0.6666666666666666,0.5555555555555556
baseline_b_late,8,gas,0.5,2,0.6666666666666666,0.6944444444444445
baseline_b_late,8,gas,0.5,3,0.6666666666666666,0.5555555555555556
baseline_b_late,8,gas,0.5,4,0.6666666666666666,0.6944444444444444
baseline_b_late,8,joint,0.0,0,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.0,1,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.0,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.0,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.0,4,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.1,0,0.6666666666666666,0.6666666666666667
baseline_b_late,8,joint,0.1,1,0.6666666666666666,0.5
baseline_b_late,8,joint,0.1,2,0.6666666666666666,0.5
baseline_b_late,8,joint,0.1,3,0.6666666666666666,0.5
baseline_b_late,8,joint,0.1,4,0.6666666666666666,0.6111111111111112
baseline_b_late,8,joint,0.2,0,0.6666666666666666,0.5
baseline_b_late,8,joint,0.2,1,0.6666666666666666,0.36111111111111105
baseline_b_late,8,joint,0.2,2,0.6666666666666666,0.6666666666666667
baseline_b_late,8,joint,0.2,3,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.2,4,0.6666666666666666,0.7777777777777779
baseline_b_late,8,joint,0.3,0,0.6666666666666666,0.33333333333333337
baseline_b_late,8,joint,0.3,1,0.6666666666666666,0.36111111111111116
baseline_b_late,8,joint,0.3,2,0.6666666666666666,0.5833333333333334
baseline_b_late,8,joint,0.3,3,0.6666666666666666,0.02777777777777777
baseline_b_late,8,joint,0.3,4,0.6666666666666666,0.41666666666666663
baseline_b_late,8,joint,0.4,0,0.6666666666666666,0.4722222222222222
baseline_b_late,8,joint,0.4,1,0.6666666666666666,0.3472222222222222
baseline_b_late,8,joint,0.4,2,0.6666666666666666,0.6111111111111112
baseline_b_late,8,joint,0.4,3,0.6666666666666666,0.6944444444444445
baseline_b_late,8,joint,0.4,4,0.6666666666666666,0.7222222222222223
baseline_b_late,8,joint,0.5,0,0.6666666666666666,0.3194444444444445
baseline_b_late,8,joint,0.5,1,0.6666666666666666,0.2638888888888889
baseline_b_late,8,joint,0.5,2,0.6666666666666666,0.4444444444444444
baseline_b_late,8,joint,0.5,3,0.6666666666666666,0.6944444444444444
baseline_b_late,8,joint,0.5,4,0.6666666666666666,0.9166666666666667
baseline_b_late,9,rgb,0.0,0,0.6666666666666666,0.4166666666666667
baseline_b_late,9,rgb,0.0,1,0.6666666666666666,0.4166666666666667
baseline_b_late,9,rgb,0.0,2,0.6666666666666666,0.4166666666666667
baseline_b_late,9,rgb,0.0,3,0.6666666666666666,0.4166666666666667
baseline_b_late,9,rgb,0.0,4,0.6666666666666666,0.4166666666666667
baseline_b_late,9,rgb,0.1,0,0.5714285714285714,0.38888888888888895
baseline_b_late,9,rgb,0.1,1,0.6153846153846154,0.47222222222222227
baseline_b_late,9,rgb,0.1,2,0.6666666666666666,0.4166666666666667
baseline_b_late,9,rgb,0.1,3,0.6153846153846154,0.41666666666666663
baseline_b_late,9,rgb,0.1,4,0.5714285714285714,0.3611111111111111
baseline_b_late,9,rgb,0.2,0,0.6153846153846154,0.5277777777777779
baseline_b_late,9,rgb,0.2,1,0.46153846153846156,0.3611111111111111
baseline_b_late,9,rgb,0.2,2,0.6666666666666666,0.5555555555555556
baseline_b_late,9,rgb,0.2,3,0.6153846153846154,0.47222222222222227
baseline_b_late,9,rgb,0.2,4,0.6153846153846154,0.5277777777777778
baseline_b_late,9,rgb,0.3,0,0.6666666666666666,0.6388888888888888
baseline_b_late,9,rgb,0.3,1,0.7142857142857143,0.47222222222222227
baseline_b_late,9,rgb,0.3,2,0.6666666666666666,0.5
baseline_b_late,9,rgb,0.3,3,0.5,0.3611111111111111
baseline_b_late,9,rgb,0.3,4,0.6153846153846154,0.4722222222222222
baseline_b_late,9,rgb,0.4,0,0.2222222222222222,0.38888888888888884
baseline_b_late,9,rgb,0.4,1,0.5714285714285714,0.4166666666666667
baseline_b_late,9,rgb,0.4,2,0.4444444444444444,0.6944444444444444
baseline_b_late,9,rgb,0.4,3,0.36363636363636365,0.3888888888888889
baseline_b_late,9,rgb,0.4,4,0.5,0.3888888888888889
baseline_b_late,9,rgb,0.5,0,0.46153846153846156,0.2777777777777778
baseline_b_late,9,rgb,0.5,1,0.5,0.6944444444444445
baseline_b_late,9,rgb,0.5,2,0.5,0.5277777777777778
baseline_b_late,9,rgb,0.5,3,0.5,0.3055555555555556
baseline_b_late,9,rgb,0.5,4,0.4,0.4722222222222222
baseline_b_late,9,ir,0.0,0,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.0,1,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.0,2,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.0,3,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.0,4,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.1,0,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.1,1,0.6666666666666666,0.6388888888888888
baseline_b_late,9,ir,0.1,2,0.6666666666666666,0.4722222222222222
baseline_b_late,9,ir,0.1,3,0.6666666666666666,0.4166666666666667
baseline_b_late,9,ir,0.1,4,0.6666666666666666,0.33333333333333337
baseline_b_late,9,ir,0.2,0,0.6666666666666666,0.638888888888889
baseline_b_late,9,ir,0.2,1,0.625,0.41666666666666663
baseline_b_late,9,ir,0.2,2,0.6666666666666666,0.4444444444444445
baseline_b_late,9,ir,0.2,3,0.625,0.3888888888888889
baseline_b_late,9,ir,0.2,4,0.75,0.638888888888889
baseline_b_late,9,ir,0.3,0,0.6666666666666666,0.4722222222222222
baseline_b_late,9,ir,0.3,1,0.625,0.2777777777777778
baseline_b_late,9,ir,0.3,2,0.6666666666666666,0.4444444444444445
baseline_b_late,9,ir,0.3,3,0.5882352941176471,0.3055555555555555
baseline_b_late,9,ir,0.3,4,0.7058823529411765,0.38888888888888884
baseline_b_late,9,ir,0.4,0,0.625,0.24999999999999994
baseline_b_late,9,ir,0.4,1,0.6666666666666666,0.36111111111111116
baseline_b_late,9,ir,0.4,2,0.75,0.4444444444444445
baseline_b_late,9,ir,0.4,3,0.6666666666666666,0.3611111111111111
baseline_b_late,9,ir,0.4,4,0.75,0.5
baseline_b_late,9,ir,0.5,0,0.625,0.4444444444444444
